meter_id,contract_id,meter_type,voltage,status,location,latitude,longitude
44786,8958,single-phase,,active,Đắk Lắk,12.71,108.2378
44791,8959,single-phase,,active,Cà Mau,9.1527,105.1961
44796,8960,single-phase,,active,Quảng Bình,17.6103,106.3487
44801,8961,single-phase,,active,Thanh Hóa,19.8067,105.7852
44806,8962,single-phase,,active,Cao Bằng,22.6666,106.264
44811,8963,single-phase,,active,Quảng Trị,16.7943,106.9634
44816,8964,single-phase,,active,Hà Giang,22.8026,104.9784
44821,8965,single-phase,,active,Đà Nẵng,16.0544,108.2022
44826,8966,single-phase,,active,Phú Thọ,21.422,105.2297
44831,8967,single-phase,,active,Lào Cai,22.4809,103.9755
44836,8968,single-phase,,active,Bến Tre,10.2434,106.3756
44841,8969,single-phase,,active,Bắc Giang,21.282,106.1975
44846,8970,single-phase,,active,Đắk Lắk,12.71,108.2378
44851,8971,single-phase,,active,Bình Phước,11.7512,106.7235
44856,8972,single-phase,,active,Tây Ninh,11.3352,106.1099
44861,8973,single-phase,,active,Đắk Lắk,12.71,108.2378
44866,8974,single-phase,,active,Trà Vinh,9.9513,106.3346
44871,8975,single-phase,,active,Cần Thơ,10.0452,105.7469
44876,8976,single-phase,,active,Đồng Nai,11.0686,107.1676
44881,8977,single-phase,,active,Bắc Giang,21.282,106.1975
44886,8978,single-phase,,active,Quảng Ngãi,15.1214,108.8044
44891,8979,single-phase,,active,Thanh Hóa,19.8067,105.7852
44896,8980,single-phase,,active,Hải Phòng,20.8449,106.6881
44901,8981,single-phase,,active,Bình Định,13.886,109.1077
44906,8982,single-phase,,active,Ninh Bình,20.2506,105.9745
44911,8983,single-phase,,active,Thanh Hóa,19.8067,105.7852
44916,8984,single-phase,,active,Quảng Ninh,21.0064,107.2925
44921,8985,single-phase,,active,Vĩnh Long,10.2396,105.9572
44926,8986,single-phase,,active,Quảng Ngãi,15.1214,108.8044
44931,8987,single-phase,,active,Bình Phước,11.7512,106.7235
44936,8988,single-phase,,active,Tây Ninh,11.3352,106.1099
44941,8989,single-phase,,active,Phú Yên,13.0882,109.0929
44946,8990,single-phase,,active,Tiền Giang,10.4493,106.3421
44951,8991,single-phase,,active,Hà Tĩnh,18.342,105.8923
44956,8992,single-phase,,active,Cà Mau,9.1527,105.1961
44961,8993,single-phase,,active,Tuyên Quang,21.7767,105.228
44966,8994,single-phase,,active,Lai Châu,22.3862,103.4703
44971,8995,single-phase,,active,Thanh Hóa,19.8067,105.7852
44976,8996,single-phase,,active,Hải Dương,20.9373,106.3146
44981,8997,single-phase,,active,Hải Dương,20.9373,106.3146
44986,8998,single-phase,,active,Bình Thuận,11.0904,108.0721
44991,8999,single-phase,,active,Sóc Trăng,9.6025,105.9739
44996,9000,single-phase,,active,Lạng Sơn,21.8537,106.7615
45001,9001,single-phase,,active,Hà Nam,20.5835,105.923
45006,9002,single-phase,,active,Long An,10.6956,106.2431
45011,9003,single-phase,,active,Cao Bằng,22.6666,106.264
45016,9004,single-phase,,active,Bình Định,13.886,109.1077
45021,9005,single-phase,,active,Tiền Giang,10.4493,106.3421
45026,9006,single-phase,,active,Lào Cai,22.4809,103.9755
45031,9007,single-phase,,active,Quảng Ninh,21.0064,107.2925
45036,9008,single-phase,,active,Bắc Giang,21.282,106.1975
45041,9009,single-phase,,active,Cần Thơ,10.0452,105.7469
45046,9010,single-phase,,active,Cao Bằng,22.6666,106.264
45051,9011,single-phase,,active,Điện Biên,21.4064,103.0322
45056,9012,single-phase,,active,Tuyên Quang,21.7767,105.228
45061,9013,single-phase,,active,Cao Bằng,22.6666,106.264
45066,9014,single-phase,,active,Quảng Bình,17.6103,106.3487
45071,9015,single-phase,,active,Bình Định,13.886,109.1077
45076,9016,single-phase,,active,TP. Hồ Chí Minh,10.8231,106.6297
45081,9017,single-phase,,active,Tiền Giang,10.4493,106.3421
45086,9018,single-phase,,active,Hà Giang,22.8026,104.9784
45091,9019,single-phase,,active,TP. Hồ Chí Minh,10.8231,106.6297
45096,9020,single-phase,,active,Bình Định,13.886,109.1077
45101,9021,single-phase,,active,Điện Biên,21.4064,103.0322
45106,9022,single-phase,,active,Hòa Bình,20.8275,105.3391
45111,9023,single-phase,,active,Yên Bái,21.7168,104.8986
45116,9024,single-phase,,active,Đà Nẵng,16.0544,108.2022
45121,9025,single-phase,,active,Khánh Hòa,12.2585,109.0526
45126,9026,single-phase,,active,Tuyên Quang,21.7767,105.228
45131,9027,single-phase,,active,TP. Hồ Chí Minh,10.8231,106.6297
45136,9028,single-phase,,active,Cần Thơ,10.0452,105.7469
45141,9029,single-phase,,active,Ninh Thuận,11.6739,108.863
45146,9030,single-phase,,active,Khánh Hòa,12.2585,109.0526
45151,9031,single-phase,,active,Lạng Sơn,21.8537,106.7615
45156,9032,single-phase,,active,Quảng Nam,15.5394,108.0191
45161,9033,single-phase,,active,Bình Phước,11.7512,106.7235
45166,9034,single-phase,,active,Tuyên Quang,21.7767,105.228
45171,9035,single-phase,,active,Lai Châu,22.3862,103.4703
45176,9036,single-phase,,active,Trà Vinh,9.9513,106.3346
45181,9037,single-phase,,active,Lào Cai,22.4809,103.9755
45186,9038,single-phase,,active,Yên Bái,21.7168,104.8986
45191,9039,single-phase,,active,Thái Nguyên,21.5672,105.8252
45196,9040,single-phase,,active,Bình Thuận,11.0904,108.0721
45201,9041,single-phase,,active,Cà Mau,9.1527,105.1961
45206,9042,single-phase,,active,Phú Yên,13.0882,109.0929
45211,9043,single-phase,,active,Hưng Yên,20.6547,106.0578
45216,9044,single-phase,,active,Nam Định,20.4388,106.1621
45221,9045,single-phase,,active,Hải Phòng,20.8449,106.6881
45226,9046,single-phase,,active,Hưng Yên,20.6547,106.0578
45231,9047,single-phase,,active,Đà Nẵng,16.0544,108.2022
45236,9048,single-phase,,active,Hòa Bình,20.8275,105.3391
45241,9049,single-phase,,active,Kon Tum,14.3497,108.0005
45246,9050,single-phase,,active,Bà rịa Vũng Tàu,10.5417,107.243
45251,9051,single-phase,,active,Lạng Sơn,21.8537,106.7615
45256,9052,single-phase,,active,Hà Nội,21.0278,105.8342
45261,9053,single-phase,,active,Trà Vinh,9.9513,106.3346
45266,9054,single-phase,,active,Quảng Ninh,21.0064,107.2925
45271,9055,single-phase,,active,Cao Bằng,22.6666,106.264
45276,9056,single-phase,,active,Ninh Thuận,11.6739,108.863
45281,9057,single-phase,,active,Thừa Thiên Huế,16.4674,107.5905
45286,9058,single-phase,,active,Đồng Tháp,10.4938,105.6882
45291,9059,single-phase,,active,Quảng Nam,15.5394,108.0191
45296,9060,single-phase,,active,Quảng Trị,16.7943,106.9634
45301,9061,single-phase,,active,Phú Thọ,21.422,105.2297
45306,9062,single-phase,,active,Hậu Giang,9.7579,105.6413
45311,9063,single-phase,,active,Phú Yên,13.0882,109.0929
45316,9064,single-phase,,active,Kon Tum,14.3497,108.0005
45321,9065,single-phase,,active,Bình Thuận,11.0904,108.0721
45326,9066,single-phase,,active,Bình Thuận,11.0904,108.0721
45331,9067,single-phase,,active,Ninh Thuận,11.6739,108.863
45336,9068,single-phase,,active,Kon Tum,14.3497,108.0005
45341,9069,single-phase,,active,Trà Vinh,9.9513,106.3346
45346,9070,single-phase,,active,Đồng Nai,11.0686,107.1676
45351,9071,single-phase,,active,Điện Biên,21.4064,103.0322
45356,9072,single-phase,,active,Quảng Nam,15.5394,108.0191
45361,9073,single-phase,,active,Hà Nội,21.0278,105.8342
45366,9074,single-phase,,active,Ninh Bình,20.2506,105.9745
45371,9075,single-phase,,active,Đồng Nai,11.0686,107.1676
45376,9076,single-phase,,active,Lai Châu,22.3862,103.4703
45381,9077,single-phase,,active,Đồng Tháp,10.4938,105.6882
45386,9078,single-phase,,active,Kiên Giang,9.825,105.1259
45391,9079,single-phase,,active,Nam Định,20.4388,106.1621
45396,9080,single-phase,,active,Lào Cai,22.4809,103.9755
45401,9081,single-phase,,active,Lạng Sơn,21.8537,106.7615
45406,9082,single-phase,,active,Long An,10.6956,106.2431
45411,9083,single-phase,,active,TP. Hồ Chí Minh,10.8231,106.6297
45416,9084,single-phase,,active,Kon Tum,14.3497,108.0005
45421,9085,single-phase,,active,Quảng Bình,17.6103,106.3487
45426,9086,single-phase,,active,Đồng Nai,11.0686,107.1676
45431,9087,single-phase,,active,Bắc Giang,21.282,106.1975
45436,9088,single-phase,,active,Ninh Thuận,11.6739,108.863
45441,9089,single-phase,,active,Phú Thọ,21.422,105.2297
45446,9090,single-phase,,active,Bình Định,13.886,109.1077
45451,9091,single-phase,,active,Trà Vinh,9.9513,106.3346
45456,9092,single-phase,,active,Hải Phòng,20.8449,106.6881
45461,9093,single-phase,,active,Hà Nội,21.0278,105.8342
45466,9094,single-phase,,active,Phú Yên,13.0882,109.0929
45471,9095,single-phase,,active,Hà Nội,21.0278,105.8342
45476,9096,single-phase,,active,Quảng Ninh,21.0064,107.2925
45481,9097,single-phase,,active,Tiền Giang,10.4493,106.3421
45486,9098,single-phase,,active,Đồng Tháp,10.4938,105.6882
45491,9099,single-phase,,active,Phú Thọ,21.422,105.2297
45496,9100,single-phase,,active,Điện Biên,21.4064,103.0322
45501,9101,single-phase,,active,Lào Cai,22.4809,103.9755
45506,9102,single-phase,,active,Bắc Giang,21.282,106.1975
45511,9103,single-phase,,active,Kiên Giang,9.825,105.1259
45516,9104,single-phase,,active,Thái Nguyên,21.5672,105.8252
45521,9105,single-phase,,active,Bắc Ninh,21.1782,106.071
45526,9106,single-phase,,active,Gia Lai,13.8079,108.1094
45531,9107,single-phase,,active,Kon Tum,14.3497,108.0005
45536,9108,single-phase,,active,Bình Phước,11.7512,106.7235
45541,9109,single-phase,,active,Thừa Thiên Huế,16.4674,107.5905
45546,9110,single-phase,,active,Phú Yên,13.0882,109.0929
45551,9111,single-phase,,active,Bình Dương,11.3254,106.477
45556,9112,single-phase,,active,Nghệ An,19.2342,104.92
45561,9113,single-phase,,active,Quảng Ninh,21.0064,107.2925
45566,9114,single-phase,,active,Thừa Thiên Huế,16.4674,107.5905
45571,9115,single-phase,,active,Thừa Thiên Huế,16.4674,107.5905
45576,9116,single-phase,,active,Hậu Giang,9.7579,105.6413
45581,9117,single-phase,,active,Hà Giang,22.8026,104.9784
45586,9118,single-phase,,active,Thái Bình,20.4463,106.3366
45591,9119,single-phase,,active,Hưng Yên,20.6547,106.0578
45596,9120,single-phase,,active,Bình Định,13.886,109.1077
45601,9121,single-phase,,active,Sóc Trăng,9.6025,105.9739
45606,9122,single-phase,,active,Vĩnh Long,10.2396,105.9572
45611,9123,single-phase,,active,An Giang,10.5216,105.1259
45616,9124,single-phase,,active,Bắc Giang,21.282,106.1975
45621,9125,single-phase,,active,Vĩnh Phúc,21.3609,105.5474
45626,9126,single-phase,,active,Bạc Liêu,9.294,105.7216
45631,9127,single-phase,,active,Yên Bái,21.7168,104.8986
45636,9128,single-phase,,active,Lào Cai,22.4809,103.9755
45641,9129,single-phase,,active,Đồng Tháp,10.4938,105.6882
45646,9130,single-phase,,active,Cần Thơ,10.0452,105.7469
45651,9131,single-phase,,active,Tuyên Quang,21.7767,105.228
45656,9132,single-phase,,active,Quảng Ninh,21.0064,107.2925
45661,9133,single-phase,,active,Ninh Thuận,11.6739,108.863
45666,9134,single-phase,,active,Phú Yên,13.0882,109.0929
45671,9135,single-phase,,active,Yên Bái,21.7168,104.8986
45676,9136,single-phase,,active,Lai Châu,22.3862,103.4703
45681,9137,single-phase,,active,Hải Dương,20.9373,106.3146
45686,9138,single-phase,,active,Hòa Bình,20.8275,105.3391
45691,9139,single-phase,,active,Hà Tĩnh,18.342,105.8923
45696,9140,single-phase,,active,Bình Dương,11.3254,106.477
45701,9141,single-phase,,active,Quảng Ninh,21.0064,107.2925
45706,9142,single-phase,,active,Bến Tre,10.2434,106.3756
45711,9143,single-phase,,active,Bắc Ninh,21.1782,106.071
45716,9144,single-phase,,active,Lai Châu,22.3862,103.4703
45721,9145,single-phase,,active,Quảng Nam,15.5394,108.0191
45726,9146,single-phase,,active,Ninh Thuận,11.6739,108.863
45731,9147,single-phase,,active,Trà Vinh,9.9513,106.3346
45736,9148,single-phase,,active,Tiền Giang,10.4493,106.3421
45741,9149,single-phase,,active,Bình Thuận,11.0904,108.0721
45746,9150,single-phase,,active,Trà Vinh,9.9513,106.3346
45751,9151,single-phase,,active,Yên Bái,21.7168,104.8986
45756,9152,single-phase,,active,Bình Phước,11.7512,106.7235
45761,9153,single-phase,,active,Cà Mau,9.1527,105.1961
45766,9154,single-phase,,active,Nam Định,20.4388,106.1621
45771,9155,single-phase,,active,Lào Cai,22.4809,103.9755
45776,9156,single-phase,,active,Vĩnh Long,10.2396,105.9572
45781,9157,single-phase,,active,Lạng Sơn,21.8537,106.7615
45786,9158,single-phase,,active,Hải Phòng,20.8449,106.6881
45791,9159,single-phase,,active,Vĩnh Long,10.2396,105.9572
45796,9160,single-phase,,active,Bắc Giang,21.282,106.1975
45801,9161,single-phase,,active,Đồng Nai,11.0686,107.1676
45806,9162,single-phase,,active,Thái Bình,20.4463,106.3366
45811,9163,single-phase,,active,Hà Tĩnh,18.342,105.8923
45816,9164,single-phase,,active,Cần Thơ,10.0452,105.7469
45821,9165,single-phase,,active,Bắc Kạn,22.1443,105.8345
45826,9166,single-phase,,active,Bắc Kạn,22.1443,105.8345
45831,9167,single-phase,,active,Trà Vinh,9.9513,106.3346
45836,9168,single-phase,,active,Quảng Trị,16.7943,106.9634
45841,9169,single-phase,,active,Lâm Đồng,11.5753,108.1429
45846,9170,single-phase,,active,Vĩnh Phúc,21.3609,105.5474
45851,9171,single-phase,,active,Hà Giang,22.8026,104.9784
45856,9172,single-phase,,active,Đồng Nai,11.0686,107.1676
45861,9173,single-phase,,active,Hậu Giang,9.7579,105.6413
45866,9174,single-phase,,active,Thanh Hóa,19.8067,105.7852
45871,9175,single-phase,,active,Hưng Yên,20.6547,106.0578
45876,9176,single-phase,,active,Tây Ninh,11.3352,106.1099
45881,9177,single-phase,,active,Hải Dương,20.9373,106.3146
45886,9178,single-phase,,active,Cà Mau,9.1527,105.1961
45891,9179,single-phase,,active,Phú Yên,13.0882,109.0929
45896,9180,single-phase,,active,Cà Mau,9.1527,105.1961
45901,9181,single-phase,,active,Tây Ninh,11.3352,106.1099
45906,9182,single-phase,,active,Phú Yên,13.0882,109.0929
45911,9183,single-phase,,active,Đà Nẵng,16.0544,108.2022
45916,9184,single-phase,,active,Sóc Trăng,9.6025,105.9739
45921,9185,single-phase,,active,Long An,10.6956,106.2431
45926,9186,single-phase,,active,TP. Hồ Chí Minh,10.8231,106.6297
45931,9187,single-phase,,active,Trà Vinh,9.9513,106.3346
45936,9188,single-phase,,active,Hà Nội,21.0278,105.8342
45941,9189,single-phase,,active,Hải Dương,20.9373,106.3146
45946,9190,single-phase,,active,Quảng Nam,15.5394,108.0191
45951,9191,single-phase,,active,Ninh Thuận,11.6739,108.863
45956,9192,single-phase,,active,Yên Bái,21.7168,104.8986
45961,9193,single-phase,,active,Quảng Ngãi,15.1214,108.8044
45966,9194,single-phase,,active,Hải Dương,20.9373,106.3146
45971,9195,single-phase,,active,Thanh Hóa,19.8067,105.7852
45976,9196,single-phase,,active,Hà Giang,22.8026,104.9784
45981,9197,single-phase,,active,Gia Lai,13.8079,108.1094
45986,9198,single-phase,,active,Thanh Hóa,19.8067,105.7852
45991,9199,single-phase,,active,Vĩnh Phúc,21.3609,105.5474
45996,9200,single-phase,,active,Cần Thơ,10.0452,105.7469
46001,9201,single-phase,,active,Lâm Đồng,11.5753,108.1429
46006,9202,single-phase,,active,Gia Lai,13.8079,108.1094
46011,9203,single-phase,,active,Ninh Bình,20.2506,105.9745
46016,9204,single-phase,,active,Bắc Ninh,21.1782,106.071
46021,9205,single-phase,,active,Lai Châu,22.3862,103.4703
46026,9206,single-phase,,active,Lào Cai,22.4809,103.9755
46031,9207,single-phase,,active,Hải Phòng,20.8449,106.6881
46036,9208,single-phase,,active,Đồng Tháp,10.4938,105.6882
46041,9209,single-phase,,active,Gia Lai,13.8079,108.1094
46046,9210,single-phase,,active,Cần Thơ,10.0452,105.7469
46051,9211,single-phase,,active,Bạc Liêu,9.294,105.7216
46056,9212,single-phase,,active,Vĩnh Phúc,21.3609,105.5474
46061,9213,single-phase,,active,Tuyên Quang,21.7767,105.228
46066,9214,single-phase,,active,Lâm Đồng,11.5753,108.1429
46071,9215,single-phase,,active,TP. Hồ Chí Minh,10.8231,106.6297
46076,9216,single-phase,,active,Điện Biên,21.4064,103.0322
46081,9217,single-phase,,active,Cần Thơ,10.0452,105.7469
46086,9218,single-phase,,active,Bến Tre,10.2434,106.3756
46091,9219,single-phase,,active,Quảng Trị,16.7943,106.9634
46096,9220,single-phase,,active,Bình Dương,11.3254,106.477
46101,9221,single-phase,,active,Bắc Ninh,21.1782,106.071
46106,9222,single-phase,,active,An Giang,10.5216,105.1259
46111,9223,single-phase,,active,Sóc Trăng,9.6025,105.9739
46116,9224,single-phase,,active,Đà Nẵng,16.0544,108.2022
46121,9225,single-phase,,active,Sóc Trăng,9.6025,105.9739
46126,9226,single-phase,,active,Bạc Liêu,9.294,105.7216
46131,9227,single-phase,,active,Kiên Giang,9.825,105.1259
46136,9228,single-phase,,active,Kiên Giang,9.825,105.1259
46141,9229,single-phase,,active,Cao Bằng,22.6666,106.264
46146,9230,single-phase,,active,TP. Hồ Chí Minh,10.8231,106.6297
46151,9231,single-phase,,active,Quảng Nam,15.5394,108.0191
46156,9232,single-phase,,active,Bạc Liêu,9.294,105.7216
46161,9233,single-phase,,active,Đồng Tháp,10.4938,105.6882
46166,9234,single-phase,,active,Thừa Thiên Huế,16.4674,107.5905
46171,9235,single-phase,,active,Kon Tum,14.3497,108.0005
46176,9236,single-phase,,active,Thái Nguyên,21.5672,105.8252
46181,9237,single-phase,,active,Đắk Nông,12.2646,107.6098
46186,9238,single-phase,,active,Thanh Hóa,19.8067,105.7852
46191,9239,single-phase,,active,Quảng Bình,17.6103,106.3487
46196,9240,single-phase,,active,Cần Thơ,10.0452,105.7469
46201,9241,single-phase,,active,Bình Thuận,11.0904,108.0721
46206,9242,single-phase,,active,Đồng Tháp,10.4938,105.6882
46211,9243,single-phase,,active,Tiền Giang,10.4493,106.3421
46216,9244,single-phase,,active,Bạc Liêu,9.294,105.7216
46221,9245,single-phase,,active,Bạc Liêu,9.294,105.7216
46226,9246,single-phase,,active,Long An,10.6956,106.2431
46231,9247,single-phase,,active,Thái Bình,20.4463,106.3366
46236,9248,single-phase,,active,Nghệ An,19.2342,104.92
46241,9249,single-phase,,active,Quảng Ngãi,15.1214,108.8044
46246,9250,single-phase,,active,Hưng Yên,20.6547,106.0578
46251,9251,single-phase,,active,Yên Bái,21.7168,104.8986
46256,9252,single-phase,,active,Hà Tĩnh,18.342,105.8923
46261,9253,single-phase,,active,Hải Dương,20.9373,106.3146
46266,9254,single-phase,,active,Phú Thọ,21.422,105.2297
46271,9255,single-phase,,active,Gia Lai,13.8079,108.1094
46276,9256,single-phase,,active,Khánh Hòa,12.2585,109.0526
46281,9257,single-phase,,active,Điện Biên,21.4064,103.0322
46286,9258,single-phase,,active,Đắk Lắk,12.71,108.2378
46291,9259,single-phase,,active,Ninh Bình,20.2506,105.9745
46296,9260,single-phase,,active,Sơn La,21.3269,103.9144
46301,9261,single-phase,,active,Trà Vinh,9.9513,106.3346
46306,9262,single-phase,,active,Thái Bình,20.4463,106.3366
46311,9263,single-phase,,active,Hậu Giang,9.7579,105.6413
46316,9264,single-phase,,active,Ninh Bình,20.2506,105.9745
46321,9265,single-phase,,active,Hải Dương,20.9373,106.3146
46326,9266,single-phase,,active,Hòa Bình,20.8275,105.3391
46331,9267,single-phase,,active,Thanh Hóa,19.8067,105.7852
46336,9268,single-phase,,active,Gia Lai,13.8079,108.1094
46341,9269,single-phase,,active,Tây Ninh,11.3352,106.1099
46346,9270,single-phase,,active,Lai Châu,22.3862,103.4703
46351,9271,single-phase,,active,TP. Hồ Chí Minh,10.8231,106.6297
46356,9272,single-phase,,active,Lào Cai,22.4809,103.9755
46361,9273,single-phase,,active,Long An,10.6956,106.2431
46366,9274,single-phase,,active,Tiền Giang,10.4493,106.3421
46371,9275,single-phase,,active,Bạc Liêu,9.294,105.7216
46376,9276,single-phase,,active,Tuyên Quang,21.7767,105.228
46381,9277,single-phase,,active,Long An,10.6956,106.2431
46386,9278,single-phase,,active,Lai Châu,22.3862,103.4703
46391,9279,single-phase,,active,Hòa Bình,20.8275,105.3391
46396,9280,single-phase,,active,Lào Cai,22.4809,103.9755
46401,9281,single-phase,,active,An Giang,10.5216,105.1259
46406,9282,single-phase,,active,Hà Giang,22.8026,104.9784
46411,9283,single-phase,,active,An Giang,10.5216,105.1259
46416,9284,single-phase,,active,Hải Phòng,20.8449,106.6881
46421,9285,single-phase,,active,TP. Hồ Chí Minh,10.8231,106.6297
46426,9286,single-phase,,active,Bạc Liêu,9.294,105.7216
46431,9287,single-phase,,active,Thái Nguyên,21.5672,105.8252
46436,9288,single-phase,,active,Hà Tĩnh,18.342,105.8923
46441,9289,single-phase,,active,Quảng Nam,15.5394,108.0191
46446,9290,single-phase,,active,Trà Vinh,9.9513,106.3346
46451,9291,single-phase,,active,Hà Tĩnh,18.342,105.8923
46456,9292,single-phase,,active,Bình Phước,11.7512,106.7235
46461,9293,single-phase,,active,Cần Thơ,10.0452,105.7469
46466,9294,single-phase,,active,Bình Thuận,11.0904,108.0721
46471,9295,single-phase,,active,Quảng Trị,16.7943,106.9634
46476,9296,single-phase,,active,Hà Nội,21.0278,105.8342
46481,9297,single-phase,,active,Cần Thơ,10.0452,105.7469
46486,9298,single-phase,,active,Trà Vinh,9.9513,106.3346
46491,9299,single-phase,,active,Phú Yên,13.0882,109.0929
46496,9300,single-phase,,active,Hậu Giang,9.7579,105.6413
46501,9301,single-phase,,active,Lai Châu,22.3862,103.4703
46506,9302,single-phase,,active,Hà Giang,22.8026,104.9784
46511,9303,single-phase,,active,Long An,10.6956,106.2431
46516,9304,single-phase,,active,Đắk Lắk,12.71,108.2378
46521,9305,single-phase,,active,Quảng Nam,15.5394,108.0191
46526,9306,single-phase,,active,Thái Nguyên,21.5672,105.8252
46531,9307,single-phase,,active,Bà rịa Vũng Tàu,10.5417,107.243
46536,9308,single-phase,,active,Vĩnh Long,10.2396,105.9572
46541,9309,single-phase,,active,Cần Thơ,10.0452,105.7469
46546,9310,single-phase,,active,Quảng Ngãi,15.1214,108.8044
46551,9311,single-phase,,active,TP. Hồ Chí Minh,10.8231,106.6297
46556,9312,single-phase,,active,Lai Châu,22.3862,103.4703
46561,9313,single-phase,,active,Đắk Nông,12.2646,107.6098
46566,9314,single-phase,,active,Tây Ninh,11.3352,106.1099
46571,9315,single-phase,,active,Quảng Ngãi,15.1214,108.8044
46576,9316,single-phase,,active,An Giang,10.5216,105.1259
46581,9317,single-phase,,active,Quảng Bình,17.6103,106.3487
46586,9318,single-phase,,active,Đắk Lắk,12.71,108.2378
46591,9319,single-phase,,active,Tuyên Quang,21.7767,105.228
46596,9320,single-phase,,active,Đắk Lắk,12.71,108.2378
46601,9321,single-phase,,active,Ninh Thuận,11.6739,108.863
46606,9322,single-phase,,active,Lạng Sơn,21.8537,106.7615
46611,9323,single-phase,,active,Thái Nguyên,21.5672,105.8252
46616,9324,single-phase,,active,Ninh Thuận,11.6739,108.863
46621,9325,single-phase,,active,Lạng Sơn,21.8537,106.7615
46626,9326,single-phase,,active,Bắc Kạn,22.1443,105.8345
46631,9327,single-phase,,active,Kon Tum,14.3497,108.0005
46636,9328,single-phase,,active,Lai Châu,22.3862,103.4703
46641,9329,single-phase,,active,Vĩnh Long,10.2396,105.9572
46646,9330,single-phase,,active,Bình Phước,11.7512,106.7235
46651,9331,single-phase,,active,Quảng Nam,15.5394,108.0191
46656,9332,single-phase,,active,Bắc Giang,21.282,106.1975
46661,9333,single-phase,,active,Bình Phước,11.7512,106.7235
46666,9334,single-phase,,active,Quảng Nam,15.5394,108.0191
46671,9335,single-phase,,active,Hà Tĩnh,18.342,105.8923
46676,9336,single-phase,,active,Sơn La,21.3269,103.9144
46681,9337,single-phase,,active,Nghệ An,19.2342,104.92
46686,9338,single-phase,,active,Quảng Ninh,21.0064,107.2925
46691,9339,single-phase,,active,Điện Biên,21.4064,103.0322
46696,9340,single-phase,,active,TP. Hồ Chí Minh,10.8231,106.6297
46701,9341,single-phase,,active,Tuyên Quang,21.7767,105.228
46706,9342,single-phase,,active,Thanh Hóa,19.8067,105.7852
46711,9343,single-phase,,active,Kon Tum,14.3497,108.0005
46716,9344,single-phase,,active,Đắk Nông,12.2646,107.6098
46721,9345,single-phase,,active,Sóc Trăng,9.6025,105.9739
46726,9346,single-phase,,active,Đồng Nai,11.0686,107.1676
46731,9347,single-phase,,active,Bắc Kạn,22.1443,105.8345
46736,9348,single-phase,,active,Đà Nẵng,16.0544,108.2022
46741,9349,single-phase,,active,Bình Dương,11.3254,106.477
46746,9350,single-phase,,active,Ninh Thuận,11.6739,108.863
46751,9351,single-phase,,active,Bắc Kạn,22.1443,105.8345
46756,9352,single-phase,,active,Hà Giang,22.8026,104.9784
46761,9353,single-phase,,active,Bắc Giang,21.282,106.1975
46766,9354,single-phase,,active,Sóc Trăng,9.6025,105.9739
46771,9355,single-phase,,active,Đồng Nai,11.0686,107.1676
46776,9356,single-phase,,active,Thái Bình,20.4463,106.3366
46781,9357,single-phase,,active,Quảng Nam,15.5394,108.0191
46786,9358,single-phase,,active,Bắc Giang,21.282,106.1975
46791,9359,single-phase,,active,Lâm Đồng,11.5753,108.1429
46796,9360,single-phase,,active,Lai Châu,22.3862,103.4703
46801,9361,single-phase,,active,Đắk Nông,12.2646,107.6098
46806,9362,single-phase,,active,Cao Bằng,22.6666,106.264
46811,9363,single-phase,,active,Vĩnh Long,10.2396,105.9572
46816,9364,single-phase,,active,Long An,10.6956,106.2431
46821,9365,single-phase,,active,Hà Tĩnh,18.342,105.8923
46826,9366,single-phase,,active,Đà Nẵng,16.0544,108.2022
46831,9367,single-phase,,active,Bắc Giang,21.282,106.1975
46836,9368,single-phase,,active,Lai Châu,22.3862,103.4703
46841,9369,single-phase,,active,Vĩnh Phúc,21.3609,105.5474
46846,9370,single-phase,,active,Tây Ninh,11.3352,106.1099
46851,9371,single-phase,,active,Vĩnh Phúc,21.3609,105.5474
46856,9372,single-phase,,active,Bình Thuận,11.0904,108.0721
46861,9373,single-phase,,active,Tiền Giang,10.4493,106.3421
46866,9374,single-phase,,active,Hòa Bình,20.8275,105.3391
46871,9375,single-phase,,active,Đồng Nai,11.0686,107.1676
46876,9376,single-phase,,active,Sơn La,21.3269,103.9144
46881,9377,single-phase,,active,Cần Thơ,10.0452,105.7469
46886,9378,single-phase,,active,Bạc Liêu,9.294,105.7216
46891,9379,single-phase,,active,Long An,10.6956,106.2431
46896,9380,single-phase,,active,Hậu Giang,9.7579,105.6413
46901,9381,single-phase,,active,Bình Định,13.886,109.1077
46906,9382,single-phase,,active,Tuyên Quang,21.7767,105.228
46911,9383,single-phase,,active,Đắk Nông,12.2646,107.6098
46916,9384,single-phase,,active,Quảng Bình,17.6103,106.3487
46921,9385,single-phase,,active,Đắk Lắk,12.71,108.2378
46926,9386,single-phase,,active,Kon Tum,14.3497,108.0005
46931,9387,single-phase,,active,Hà Tĩnh,18.342,105.8923
46936,9388,single-phase,,active,Gia Lai,13.8079,108.1094
46941,9389,single-phase,,active,Hải Phòng,20.8449,106.6881
46946,9390,single-phase,,active,Thái Bình,20.4463,106.3366
46951,9391,single-phase,,active,Đà Nẵng,16.0544,108.2022
46956,9392,single-phase,,active,Cần Thơ,10.0452,105.7469
46961,9393,single-phase,,active,Sóc Trăng,9.6025,105.9739
46966,9394,single-phase,,active,Vĩnh Long,10.2396,105.9572
